Title,Price (PKR),Beds,Baths,Area (Marla),Price Per Marla,Area,Block,Phase,Sector
5 Marla Brand New House For Sale In Bahria Enclave Islamabad,24500000.0,3.0,3.0,5.0,4900000.0,Bahria Enclave,,,
"1 Kanal Modern House For Sale DHA Phase 2, Islamabad",77500000.0,5.0,6.0,20.0,3875000.0,Naval Anchorage,,,
Park View City H Block 5 Marla Corner Villa,35000000.0,4.0,5.0,5.0,7000000.0,Park View,"Block H, Park View City",,
1 Kanal Brand New with Solar 15 KW. Double Unit House Available For Sale. Multi Gardens MPCHS B-17 Block A Islamabad.,85000000.0,9.0,6.0,20.0,4250000.0,MPCHS,"Block A, MPCHS",,
"Livable House With Extra Land , Prime Location Available For Sale",350000000.0,6.0,6.0,32.0,10937500.0,,,,F-8
Prime Investment Opportunity: Demolished House On 832 SQ YARD In F-8/3,300000000.0,8.0,3.0,34.0,8823529.411764706,F-8,,,F-8/3
Brand New 1.5 Storey House Is Available In Jinnah Garden Phase 1 Islamabad,24500000.0,3.0,4.0,8.0,3062500.0,Jinnah Gardens Phase 1,,,
Brand New Spanish Double storey Corner House In Jinnah Garden Phase 1 Islamabad,55000000.0,7.0,6.0,10.0,5500000.0,Jinnah Gardens Phase 1,,,
Investor Deal 1 Bed Apartment For Sale In Zarkon Heights G-15 | Below Market Price Ready To Move Limited-Time Opportunity One Of The Cheapest Units In The Project,9800000.0,1.0,1.0,2.5,3920000.0,G-15,,,G-15
Brand New House Available For Sale,21000000.0,4.0,5.0,5.0,4200000.0,B-17,,,B-17
5 Marla Brand New House Luxury House For Sale,23000000.0,3.0,4.0,5.0,4600000.0,MPCHS,"Block F, MPCHS",,
1 kanal triple unit owner Built House for sale,127500000.0,9.0,6.0,20.0,6375000.0,DHA Defence Phase 2,,,
1 Kanal Brand New Beautiful Solid Constructed House For Sale,99000000.0,6.0,6.0,20.0,4950000.0,DHA Defence Phase 2,,,
1 Kanal Solid Constructed Beautiful Double Unit House For Sale,109000000.0,6.0,6.0,20.0,5450000.0,DHA Defence Phase 2,,,
1 Kanal Semi Furnished House For Sale,99000000.0,6.0,6.0,20.0,4950000.0,DHA Defence Phase 2,,,
5 Marla Single Story House For Sale In Banigala,13000000.0,2.0,3.0,5.0,2600000.0,Bani Gala,,,
5 Marla brand new single story house for sale in banigala,12000000.0,2.0,3.0,5.0,2400000.0,Bani Gala,,,
10 Marla Brand New Double Storey House For Sale In Banigala,45000000.0,4.0,4.0,10.0,4500000.0,Bani Gala,,,
6 Bedroom Top Designer House For Sale,135000000.0,6.0,6.0,20.0,6750000.0,DHA Defence Phase 2,,,
1 Kanal Cornor Designer Canadian Stylish House Near Central Commercial DHA Phase 5 Islamabad,107500000.0,6.0,6.0,20.0,5375000.0,DHA Phase 5,,"Sector B, DHA Defence Phase 5",
For Sale: 2 Bed Unfurnished Apartment Sky Park One Brand New Unit,30000000.0,2.0,2.0,7.8,3846153.846153846,Skypark One,,,
"Stylish 1 Bed Apartment With Margalla Hills Views In Diplomatic Enclave, Rhodium, Islamabad",56000000.0,1.0,1.0,4.7,11914893.617021276,Diplomatic Enclave,,,
"5.5 Marla Designer House for Sale in Sector H, Bahria Enclave Islamabad | Park Facing | Front & Back Open",27000000.0,3.0,3.0,5.0,5400000.0,Bahria Enclave,,,
5 MARLA ( 25*50) BRAND NEW HOUSE FOR SALE,25000000.0,5.0,5.0,5.0,5000000.0,Faisal Town,,,F-18
5 Marla Double Unit House Available. For Sale In Gulshan E Sehat E-18 Islamabad.,17500000.0,4.0,6.0,5.0,3500000.0,E-18,,,E-18
5 Marla Modern Design House,21000000.0,3.0,5.0,5.0,4200000.0,MPCHS,"Block F, MPCHS",,
3.5 Marla Single Unit House Available For Sale in Paradise Mansion D-17 Islamabad.,8000000.0,3.0,3.0,3.0,2666666.6666666665,,,,D-17
Three Bedroom Apartment Available For Sale In Capital Resorts,13500000.0,3.0,3.0,5.3,2547169.8113207547,E-11/4,,,E-11/4
Beautiful House For Sale,9500000.0,3.0,3.0,3.0,3166666.6666666665,,,,H-13
Demolishable House Available For Sale,220000000.0,5.0,5.0,20.0,11000000.0,,,,F-8
Demolishable House With Extra Land Available For Sale,320000000.0,6.0,6.0,26.0,12307692.307692308,,,,F-8
900 sft ground floor flat available in g-10/2,22500000.0,2.0,2.0,4.0,5625000.0,G-10,,,G-10/2
Liveable House For Sale G-8/2,32000000.0,4.0,4.0,4.0,8000000.0,,,,G-8
"LUXURY 2 BEDROOM, READY TO MOVE APARTMENT ON INSTALLMENTS",10500000.0,2.0,2.0,4.4,2386363.636363636,Margalla Avenue,,,
"LUXURY 1 BED ROOM, READY TO MOVE APARTMENT ON INSTALLMENTS",6000000.0,1.0,1.0,2.2,2727272.727272727,Margalla Avenue,,,
One Bedroom Flat For Sale In Green Height B-17 Islamabad At Reasonable Price In Block A,4600000.0,1.0,1.0,2.1,2190476.1904761903,,,,B-17
Straight Line Top Designer 1 Kanal House For Sale,125000000.0,5.0,5.0,20.0,6250000.0,DHA Defence Phase 2,,,
1 Kanal Top Designer Straight Line Villa For Sale,139500000.0,5.0,5.0,20.0,6975000.0,DHA Defence Phase 2,,,
5 Marla Brand New Single Story House For Sale In Banigala,12500000.0,2.0,3.0,5.0,2500000.0,Bani Gala,,,
brand new Double story house for sale ideal location i-10/1 open face,24500000.0,4.0,4.0,4.4,5568181.818181817,I-10,,,I-10/1
Dha2 One kanal Brand new Designer House,139000000.0,5.0,6.0,20.0,6950000.0,DHA Defence Phase 2,,,
Dha2 One Kanal Brand New Furnished House,119000000.0,6.0,6.0,20.0,5950000.0,DHA Defence Phase 2,,,
Dha2 One kanal Brnad new Designer House,119000000.0,5.0,6.0,20.0,5950000.0,DHA Defence Phase 2,,,
Dha2 26 Marla Brand new Luxurious House Full Furnished House Most prime location of Dha2,240000000.0,6.0,6.0,26.0,9230769.23076923,DHA Defence Phase 2,,,
Cda Sector D-12/3(25*40)=4-Marla Double Storey House For Sale.,42500000.0,4.0,4.0,4.0,10625000.0,D-12,,,D-12/3
Centarus Prestigious Duplex Living Fully Furnished Apartment In Centaurus Tower,150000000.0,3.0,4.0,13.8,10869565.217391305,F-8,,,F-8
3 Bedrooms For Sale In Centaurs Mall Islamabad,160000000.0,3.0,4.0,13.4,11940298.507462686,F-8,,,F-8
Brand New Architecture Kanal Mansion At Prime Location,125000000.0,5.0,6.0,20.0,6250000.0,DHA Defence Phase 2,,,
A Perfect House Awaits You In Faisal Margalla City Islamabad,36000000.0,5.0,5.0,7.0,5142857.142857143,B-17,,,B-17
Askari Hisgths 4 Dha 5 Isb Flat For Sale,25000000.0,3.0,3.0,10.0,2500000.0,"Askari Heights 4, DHA Phase 5",,,
Good Location Brand New House For Sale,23500000.0,4.0,4.0,4.0,5875000.0,I-11,,,I-11/2
Facing Park Sale The Ideally Located House For An Incredible Price Of Pkr Rs. 59000000,59000000.0,,,20.0,2950000.0,PHAF Officers Residencia,,,
"Spacious 3-Bedroom Apartment for Sale Overseas Block 16, DHA Phase 2 Islamabad",14000000.0,3.0,3.0,5.1,2745098.0392156863,Al-Ghurair Giga,"Block 16, Al-Ghurair Giga",,
4 Marla Beautiful House For Sale,48500000.0,,,4.0,12125000.0,,,,D-12
Spacious Corner Sun-Facing House 1022 Square Yard Prime Location 80115 Livable Asking 42 Cr,420000000.0,7.0,,40.0,10500000.0,,,,F-8
Exquisite 7-Bed Home In Exclusive F-8 Locale - CDA Transfer,360000000.0,7.0,,36.0,10000000.0,,,,F-8
One Bedroom Flat For Sale On Easy Installment Plan In Domination Heights In FMC By B-17 Islamabad,8700000.0,1.0,1.0,2.5,3480000.0,B-17,,,B-17
Two BHK Bedroom Flat For Sale In B-17 Multi Garden At Main Gate Islamabad,8600000.0,2.0,2.0,4.1,2097560.975609756,,,,B-17
Investor Rate Villa Available For Sale. .,15000000.0,3.0,3.0,5.0,3000000.0,,,,B-17
E 11 House For Sale At Reasonable Price 5-Bedrooms 6-Bath DD 2-TvL 2-Kitchen,70000000.0,5.0,6.0,10.0,7000000.0,,,,E-11
F11 Karkurm Inclave 4 Bed Room Apt Urgently Sale More Details,80000000.0,4.0,4.0,16.9,4733727.810650888,,,,F-11
7 Marla Pair Brand New Double Storey House For Sale CBR Town,36000000.0,5.0,6.0,7.0,5142857.142857143,CBR Town Phase 1,"Block C, CBR Town Phase 1",,
Brand New 10 Marla House For Sale In Bahria Enclave Sector C1,44000000.0,5.0,6.0,10.0,4400000.0,Bahria Enclave,,,
"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",44000000.0,5.0,5.0,10.0,4400000.0,Bahria Enclave,,,
Brand New 12 MARLA HOUSE,67500000.0,6.0,6.0,12.0,5625000.0,PWD Road,,,
8 Marla House For Sale,36000000.0,6.0,6.0,8.0,4500000.0,Soan Garden,"Block B, Soan Garden",,
"Luxury Residential Apartment For Sale In DHA Phase 3, Islamabad",17300000.0,2.0,2.0,5.4,3203703.703703704,Regent One,,,
"Bahria Enclave - Sector H, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",26000000.0,3.0,3.0,5.0,5200000.0,Bahria Enclave,,,
7 Marla Brand New House For Sale,32000000.0,4.0,,7.0,4571428.571428572,Jinnah Gardens,,,
HOUSE FOR SALE IN D12 SIZE 35*70 (10 MARLA),140000000.0,6.0,6.0,10.0,14000000.0,D-12,,,D-12/4
8 Marla Corner Brand New Luxury House For Sale In E Block Multi Garden B 17 Islamabad,31500000.0,4.0,6.0,8.0,3937500.0,MPCHS,"Block E, MPCHS",,
2 Bed Flat For Sale In Capital Square,9300000.0,2.0,2.0,5.0,1860000.0,B-17,,,B-17
5 Marla Brand New House For Sale,19500000.0,3.0,4.0,5.0,3900000.0,MPCHS,"Block F, MPCHS",,
8 Marla 65% Complete Owner Build Gray Structure House For Sale,23500000.0,4.0,6.0,8.0,2937500.0,MPCHS,"Block F, MPCHS",,
25X50 NEW HOUSE FOR SALE SINGLE/DOUBLE UNIT,57500000.0,4.0,6.0,5.6,10267857.142857144,D-12,,,D-12/1
5 Marla Corner Double Unit House Available. For Sale In Gulshan E Sehat E-18 In Islamabad.,16000000.0,4.0,5.0,5.0,3200000.0,E-18,,,E-18
1165 Square Feet Flat Is Available For Sale In Miusam Mall & Apartments FMC Block Sector B-17 Islamabad,12500000.0,2.0,2.0,5.2,2403846.153846154,,,,B-17
5 Marla Brand New Luxury House For Sale,26500000.0,3.0,4.0,5.0,5300000.0,Bahria Enclave,,,
Bahria Enclave Islamabad 5 Marla Brand New Luxury House Available For Sale.,26000000.0,3.0,3.0,5.0,5200000.0,Bahria Enclave,,,
A Beautiful House For Sale In F10,320000000.0,10.0,6.0,40.0,8000000.0,,,,F-10
Beautiful House For Sale In F-10,210000000.0,6.0,6.0,26.0,8076923.076923077,F-10,,,F-10/3
5 Marla Double Storey Corner House For Sale Bani Gala Islamabad,15500000.0,6.0,5.0,5.0,3100000.0,Bhara kahu,,,
4 Marla Double Storey House For Sale Bhrakahu Islamabad,9300000.0,6.0,6.0,4.0,2325000.0,Bhara kahu,,,
Double Storey 5 Marla House In Green Avenue High Quality Construction And Beautiful House Constructions 4 Bedrooms With Attached Bathrooms One Large Car Parking,26000000.0,4.0,5.0,5.0,5200000.0,Green Avenue,,,
Brand New Modern Design,27000000.0,4.0,6.0,5.0,5400000.0,MPCHS,"Block C1, MPCHS",,
1 Bedroom Apartment Larger Layout with Inner Parking for sale,12000000.0,1.0,2.0,4.7,2553191.489361702,Cube Apartments,,,
1 Kanal Aesthetically Designed House For Sale In DHA I R,110000000.0,6.0,6.0,20.0,5500000.0,DHA Defence Phase 2,,,
1 Kanal Top Notch House For Sale In DHA I_R,140000000.0,5.0,5.0,20.0,7000000.0,DHA Defence Phase 2,,,
1 kanal Aesthetically Built House for sale in DHA I_R,112500000.0,6.0,6.0,20.0,5625000.0,DHA Defence Phase 2,,,
"Emaar Canyon Views Islamabad  1 Kanal Spanish Villa, 3 Sides Open, Corner, Available For Sale In Emaar DHA 5 Sector E .",75000000.0,5.0,5.0,20.0,3750000.0,Emaar Canyon Views,,,
7 Marla Brand New House For Sale,29000000.0,,,7.0,4142857.142857143,Jinnah Gardens Phase 1,,,
A Perfect House Awaits You In Bani Gala,40000000.0,5.0,5.0,10.0,4000000.0,Bani Gala,,,
UNBELIEVABLE PRICE 5 Marla Double Storey House For Sale!,9900000.0,6.0,4.0,5.0,1980000.0,Taramrri,,,
Farm Houses For Sale P&V Scheme 1 (Tarlai) & Scheme 2 (Chak Shahzad),350000000.0,2.0,,400.0,875000.0,Park Road,,,
5 Marla Brand New House For Sale In Multi Garden B 17 Islamabad,23500000.0,5.0,6.0,5.0,4700000.0,MPCHS,"Block F, MPCHS",,
"14 Marla Triple Story Double Unit House for Sale in B-17 B Block Walking Distance to Markaz, Mosque & Market",78000000.0,9.0,6.0,14.0,5571428.571428572,MPCHS,"Block B, MPCHS",,
Sector N 8 Marla Brand New House 5 Bedroom With Attached Bathroom,37500000.0,5.0,5.0,8.0,4687500.0,Bahria Enclave,,,
"Prime Location And Fully Modern Style Apartment Available For Sale, F-10, Islamabad",44200000.0,1.0,1.0,3.9,11333333.333333334,F-10,,,F-10
2 Kanal Luxury House For Sale,120000000.0,9.0,7.0,40.0,3000000.0,MPCHS,,,B-17
One Kanal House For Sale Naval Anchorage Islamabad,59000000.0,4.0,5.0,20.0,2950000.0,Naval Anchorage,"Block F, Naval Anchorage",,
Fully Renovated 3 Bedroom 4th Floor Apartment For Sale,33500000.0,3.0,3.0,11.8,2838983.0508474573,Askari Tower 2,,,
Buying A House In I-8/4?,105000000.0,6.0,6.0,14.0,7500000.0,I-8,,,I-8/4
3 Bed Luxury Apartment Available. For Sale in Pine Heights D-17 Islamabad.,15000000.0,3.0,3.0,6.2,2419354.8387096776,,,,D-17
4 Bed Apartment Available For Sale In Askari Tower 3 Dha 5 Islamabad,45500000.0,4.0,5.0,14.5,3137931.0344827585,Askari Tower 3,,,
"""Luxury Living: Margalla-Facing 7 Bed, 7 Bath House with Dual Gates in F-10/3""",300000000.0,7.0,,40.0,7500000.0,F-10,,,F-10/3
"""Ultimate Luxury: Brand New Triple Story 8 Bed, 8 Bath House With Margalla Views In F-10""",550000000.0,8.0,,40.0,13750000.0,,,,F-10
2 Bedroom Apartment For Sale In Bahria Enclave Islamabad,12300000.0,2.0,2.0,6.1,2016393.442622951,The Galleria,,,
"5 Marla Grey Structure House For Sale Overseas Block, Park View City Islamabad",14000000.0,3.0,3.0,5.0,2800000.0,Park View City,"Overseas Block, Park View City",,
50*90 House For Sale G13 / Islamabad,170000000.0,6.0,6.0,20.0,8500000.0,,,,G-13
"One Bed Fully Furnished Flat For Sale Main Expressway, Ghauri Town Phase 5, Main Expressway, Islamabad",6500000.0,1.0,1.0,2.0,3250000.0,Ghauri Town Phase 5,,,
Brand New House Prime location,49500000.0,6.0,6.0,10.0,4950000.0,MPCHS,"Block B Extension 1, MPCHS",,
7 Marla Like That Brand New Type Luxury Outclass Prominent House Available For Sale In G13 Islamabad With All Basic Amenities At Reasonable Demand,56000000.0,5.0,6.0,7.0,8000000.0,,,,G-13
Beautiful Architectural Design 1 Kanal House For Sale In Islamabad G13,175000000.0,6.0,6.0,20.0,8750000.0,G-13,,,G-13/2
14 Marla Brand New Prominent And Outstanding House Available For Sale In G13 Islamabad With All Basic Amenities At Reasonable Sale Demand,120000000.0,7.0,7.0,14.0,8571428.57142857,,,,G-13
25*40 Brand new House For sale In Prime Location G14/4 Islamabad,36000000.0,4.0,6.0,4.4,8181818.181818181,G-14,,,G-14/4
Affordable Flat Of 880 Square Feet Is Available For sale,5300000.0,2.0,2.0,3.9,1358974.358974359,I-16,,,I-16/3
I-16/3 Flat Sized 880 Square Feet,6000000.0,2.0,2.0,3.9,1538461.5384615385,I-16,,,I-16/3
Get A Corner 880 Square Feet Flat For sale In I-16/3,5100000.0,2.0,2.0,3.9,1307692.3076923075,I-16,,,I-16/3
Book A 880 Square Feet Flat In I-16/3,4700000.0,2.0,2.0,3.9,1205128.2051282052,I-16,,,I-16/3
Brand New Designer Corner Double Story House Is Available For Sale In D-12/1 Islamabad,154000000.0,5.0,6.0,14.0,11000000.0,,,,D-12
7 Marla House For Sale In Faisal Margalla City Islamabad,36000000.0,5.0,5.0,8.0,4500000.0,B-17,,,B-17
Kanal House For Sale In C Block At Very Investor Rate 10 Kv Solar System Installed,69000000.0,6.0,6.0,20.0,3450000.0,MPCHS,,,B-17
I-8/2 40X80 Double Storey House For Sale In Plot Price,118000000.0,6.0,6.0,14.0,8428571.42857143,I-8,,,I-8/2
Cda Sector D-12/4(35*70)=10-Marla Brand New House For Sale On 70ft Wide Road.,140000000.0,5.0,6.0,10.0,14000000.0,D-12,,,D-12/4
3 Bed Apartment For Sale In Askari Tower 3 DHA 5 Islamabad,35500000.0,3.0,3.0,11.9,2983193.277310924,Askari Tower 3,,,
5 MARLA HOUSE SECTOR J,38500000.0,5.0,4.0,6.0,6416666.666666667,DHA Phase 2,,"Sector J, DHA Defence Phase 2",
Top City Corner House Of Sale,59000000.0,5.0,7.0,13.0,4538461.538461538,Top City 1,"Block A, Top City 1",,
2nd Floor Corner Two Bedroom Apartment In Diamond Mall & Residency On Sale,14500000.0,2.0,3.0,3.9,3717948.717948718,Gulberg Greens,,,
ONE KANAL BRAND NEW LUXURIOUS HOUSE FOR SALE IN DHA PHASE 2 ISLAMABAD,100000000.0,6.0,6.0,20.0,5000000.0,DHA Defence Phase 2,,,
"Prime Location 6 Bed, 6 Bath House for Sale in F-10, Islamabad - 555 Sqy, 50x100",200000000.0,6.0,6.0,22.0,9090909.090909092,,,,F-10
"Prime Investment Opportunity: Demolished House In F-10, CDA Transfer, 1200 Sq Yard",340000000.0,8.0,,48.0,7083333.333333333,,,,F-10
Brand New House Double Heighted,22000000.0,3.0,4.0,5.0,4400000.0,MPCHS,"Block F, MPCHS",,
1900 Sqft 3 Bedroom Available For Sale In Capital Residencia E11,26000000.0,3.0,3.0,8.4,3095238.095238095,Capital Residencia,,,
Modern Straight Line Double Heighted Lounge Designer House For Sale,145000000.0,5.0,5.0,20.0,7250000.0,DHA Defence Phase 2,,,
One Bed Apartment Available For Sale 1st Floor Society Transfer C Block,4800000.0,1.0,1.0,2.0,2400000.0,MPCHS,,,B-17
NEAR GATE NO 2 sale A House In Islamabad Prime Location,95000000.0,5.0,5.0,20.0,4750000.0,DHA Phase 2,,"Sector A, DHA Defence Phase 2",
Brand New 03 Bed 1st Floor Askari Apartment For Sale,29800000.0,3.0,4.0,11.6,2568965.5172413792,DHA Defence Phase 5,,,
Flat Of 880 Square Feet Is Available For sale,5600000.0,2.0,2.0,3.9,1435897.435897436,I-16,,,I-16/3
880 Square Feet Flat In Islamabad Is Available For sale,5500000.0,2.0,2.0,3.9,1410256.4102564105,I-16,,,I-16/3
"Corner 880 Square Feet Flat available for sale in I-16/3, Islamabad",5800000.0,2.0,2.0,3.9,1487179.4871794872,I-16,,,I-16/3
4 Marla Brand New Luxury Prominent House For Sale In G13 Islamabad With All Basic Facilities With Reasonable Demand,35000000.0,4.0,4.0,4.0,8750000.0,,,,G-13
Brand New House Available For Sale In F7,480000000.0,6.0,6.0,26.0,18461538.46153846,,,,F-7
Beautiful House For Sale With Extra Land,160000000.0,5.0,5.0,20.0,8000000.0,,,,F-10
Triple Story House House Available For Sale,160000000.0,7.0,7.0,22.0,7272727.272727272,,,,F-10
LUXURY APARTMENT FOR SALE,12000000.0,1.0,1.0,2.5,4800000.0,Grand Orchard,,,
LUXURY STUDIO FOR SALE,9064000.0,,1.0,1.8,5035555.555555555,DHA Defence Phase 1,,,
In E-11/2 House For Sale Sized 1 Kanal,165000000.0,,,20.0,8250000.0,E-11,,,E-11/2
Park Facing 25x50 Double Storey House For Sale in D-12/1,55000000.0,5.0,5.0,5.0,11000000.0,D-12,,,D-12/1
8 Marla Brand New Luxury House For Sale In Multi Garden B 17 Islamabad Block C,42500000.0,5.0,6.0,8.0,5312500.0,MPCHS,"Block C, MPCHS",,
Beautiful House For Sale,185000000.0,4.0,4.0,26.0,7115384.615384615,F-11,,,F-11/1
60x100 Brand New Double Story House For Sale G-14/4,200000000.0,6.0,6.0,24.0,8333333.333333333,G-14,,,G-14/4
"1 Kanal Luxury House for Sale in DHA Phase 2, Islamabad 5 Bedrooms",138000000.0,5.0,6.0,20.0,6900000.0,DHA Defence Phase 2,,,
Corner House For Sale G-9/3 Nearby Apne Sena Road 50 Ft Street,60000000.0,4.0,4.0,6.0,10000000.0,G-9,,,G-9/3
Dha 5 Emar Sector E Reasonable House For sale,45000000.0,5.0,6.0,10.0,4500000.0,DHA Defence Phase 5,,,
"Prime Location 6 Bed, 6 Bath House for Sale in F-10, Islamabad - 555 Sqy, 50x100",190000000.0,6.0,6.0,22.0,8636363.636363637,,,,F-10
"Luxurious 8-Bedroom House for Sale in F-10: CDA Transfer, Sun-Facing, Dead-End Street",350000000.0,8.0,,40.0,8750000.0,,,,F-10
Luxury Apartment 1 Bed 2 Washrooms,60000000.0,1.0,2.0,4.5,13333333.333333334,F-8,,,F-8
Gulberg Greens Luxury 5 Kanal Brand New Farmhouse,350000000.0,8.0,6.0,100.0,3500000.0,Gulberg Residencia,"Block A, Gulberg Residencia",,
10 Marla House Available For Sale,41000000.0,4.0,5.0,10.0,4100000.0,Bahria Enclave,,,
G-11 Markaz 11 Central Brand New 2 Bed Fully Furnished Apartment Available For Sale,38500000.0,2.0,2.0,6.2,6209677.419354838,G-11/1,,,G-11/1
11 Marla Brand New House For Sale In Banigala Very Easy Access,48500000.0,5.0,5.0,11.0,4409090.909090909,Bani Gala,,,
Prime Location | 5 marla Designer Build Near Main Boulevard and park Sector H,23500000.0,3.0,4.0,5.0,4700000.0,Bahria Enclave,,,
I-12/1 Ground Floor Corner D-Type ADC Flat,8000000.0,2.0,2.0,3.9,2051282.0512820515,I-12,,,I-12/1
Lake Facing One Bed Apartment Available For Sale In Park View City Islamabad,18000000.0,1.0,1.0,2.6,6923076.923076923,Park View City,"Downtown Block, Park View City",,
I-12/1 D-Type 2nd Floor Flat All Dues Clear,6500000.0,2.0,2.0,3.9,1666666.6666666667,I-12,,,I-12/1
I-12/1 Corner + Nust Face 2nd Floor ADC Flat,6500000.0,2.0,2.0,3.2,2031250.0,I-12,,,I-12/1
I-12/1 Corner 1st Floor E-Type PHA Flat ADC,6000000.0,2.0,2.0,3.2,1875000.0,I-12,,,I-12/1
I-12/1 Corner 7th Floor D-Type Flat ADC,5500000.0,2.0,2.0,3.9,1410256.4102564105,I-12,,,I-12/1
I-12/1 3rd Floor D Type All Dues Clear Flat For Sale,6500000.0,2.0,2.0,3.9,1666666.6666666667,I-12,,,I-12/1
Double Story House On Main Double Road Is Available For Sale,29500000.0,5.0,5.0,4.0,7375000.0,I-11,,,I-11/2
Da Manara 356 Square Feet Spacious Flat Is Available In Top City 1 - Block I For sale,3600000.0,,1.0,1.6,2250000.0,Top City 1,"Block I, Top City 1",,
790 Square Feet 2 Bed Apartment Is Available On Easy Installments Plan,8000000.0,2.0,2.0,3.5,2285714.285714286,Top City 1,"Block I, Top City 1",,
Da Manara 509 Square Feet One Bed Apartment Available On Installments,5200000.0,1.0,1.0,2.3,2260869.565217392,Top City 1,"Block I, Top City 1",,
Signature Properties Offer Most Luxuries 2 Bed Apartment For Sale Near GIGA Mall DHA Phase-II Islamabad,7300000.0,2.0,2.0,3.6,2027777.7777777775,Defence Residency,,,
ONE BED LUXURY APARTMENT AVAILABLE FOR SALE IN GULBERG GREEN ISLAMABAD,10800000.0,1.0,1.0,3.1,3483870.9677419355,Gulberg Heights,,,
3bed Fully Renovated And Fully Furnished Apartment Available For Sale In F11,56000000.0,3.0,3.0,12.4,4516129.0322580645,,,,F-11
Brand New Kanal House For Sale,80000000.0,6.0,6.0,20.0,4000000.0,Naval Anchorage,,,
7 Marla House For Sale In Gulberg,40000000.0,5.0,5.0,7.0,5714285.714285715,Gulberg Residencia,"Block F, Gulberg Residencia",,
30*50 cda transfer brand new wide street house available in g-9/4 near park,74000000.0,5.0,6.0,6.7,11044776.119402984,G-9,,,G-9/4
"Triple Storey House, Fully Renovated Prime Location",230000000.0,8.0,,22.0,10454545.454545457,,,,F-10
Triple Storey Brand New House Available For Sale In F10,350000000.0,5.0,5.0,22.0,15909090.909090908,,,,F-10
Luxury N Beautiful New House For Sale,55000000.0,6.0,6.0,10.0,5500000.0,Park View,"Block H, Park View City",,
5 Marla Beautiful House Available In Park View City H Block Islamabad,25000000.0,4.0,5.0,5.0,5000000.0,Park View City,,,
Buy 1497 Square Feet Flat At Highly Affordable Price,79000000.0,2.0,,6.7,11791044.776119404,Elysium Mall,,,
FULLY FURNISHED 3 BEDROOM APARTMENT FOR SALE,23500000.0,3.0,3.0,9.3,2526881.720430108,Capital Residencia,,,
Brand New Three Bed Room Luxury Apartment @ Most Reasonable Price in DHA Phase 2 Islamabad,15500000.0,3.0,3.0,5.1,3039215.68627451,Defence Residency,,,
5 Marla House Available For Sale In Bahria Enclave Islamabad,22000000.0,3.0,3.0,5.0,4400000.0,Bahria Enclave,,,
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,108500000.0,6.0,6.0,20.0,5425000.0,DHA Phase 2,,"Sector B, DHA Defence Phase 2",
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,105000000.0,6.0,6.0,20.0,5250000.0,DHA Phase 2,,"Sector D, DHA Defence Phase 2",
2 Kanal Triple Storey Fully Furnished House For Sale In Dha Phase 2 Islamabad,165000000.0,9.0,6.0,40.0,4125000.0,DHA Phase 2,,"Sector J, DHA Defence Phase 2",
5 Kanal Royal Palace For Sale In Gulberg Green Islamabad,400000000.0,6.0,6.0,100.0,4000000.0,Gulberg Greens,,,
Bahria Enclave Islamabad Sector C1 10 Marla 5bedrooms Brand New House Available For Sale,55000000.0,5.0,5.0,10.0,5500000.0,Bahria Enclave,,,
500 Square Yard Livable House Beautiful Location,280000000.0,5.0,5.0,20.0,14000000.0,,,,F-7
533 Square Yard Six Bedrooms Livable House For Sale,280000000.0,6.0,6.0,22.0,12727272.727272728,,,,F-7
